Feature ID	Taxon	Confidence
056bfa96b515d21f7a43af806c935191	D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia;D_3__Fimbriimonadales	0.9999999997871112
056e105355ce6451975e2cc25290a124	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.9118957809270734
05c1a287236f6a8ead67b449a1c892bb	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae;D_5__Escherichia-Shigella	0.8431222622590416
05f91c7a51bae3420bfe22e40cde9c00	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Triticum aestivum (bread wheat);D_6__Triticum aestivum (bread wheat)	0.9038388629518473
0621983997b6fb0510367604a9931f90	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	0.967954739063864
0624b2dd4d9d43e73910ffae6a19a206	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__Chujaibacter	0.9999997838763457
064c31da2f43393844cb1bcf7ac86e4f	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales	0.9999986110324333
065ba9c928eb2da1689980976fb3cab2	D_0__Bacteria;D_1__Planctomycetes;D_2__OM190	0.9985259665316846
0660587c77999d6a03a925ee72eda7bb	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae	0.998261346167859
06741daf43b82f73c2d2463c1623939d	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.999999999999995
0680a1cb092b896e61948c1267133d8c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9996832472811665
06ccdd21a0ab75633c559bd3361820c0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 1	0.9936418821090256
06d06ea20d0b0016f9b61b8da08e01f7	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-014;D_6__uncultured bacterium	0.7784538166584342
06d8ad841135ed15fdfa6eabe5255604	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales	0.8172260563160693
06da93ddb275f3397623c127a0966960	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Romboutsia	0.8174785011502806
06e7e7e130f0ab459fe29573c259b68f	D_0__Bacteria	0.9979581253792889
06ec5afcf528fd89f5c15cc8107ad63c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	0.9999998800226032
0709ec0d7de451477fff70039fe686b4	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Idiomarinaceae;D_5__Idiomarina	0.9999999923875947
0710a195b90bff1eb0c203a7aaa17665	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured	0.9049661327076038
071be18eee8987cc2f2b207b15992715	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__NS11-12 marine group;D_5__metagenome;D_6__metagenome	0.7937737433376973
07402670746f13ae8db00cef6c0814cb	D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter	0.9781177005303113
074a0ee812fc01db07d795684e45bc08	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Enterococcus	0.9781240928284325
078ae2a21a274419af27f458265b6b53	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Diplorickettsiales;D_4__Diplorickettsiaceae;D_5__Rickettsiella	0.9999845434531708
078e0fc39442a71e7b60afe3c0807e0c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-014	0.9998885157134366
079e7345f97e6fe021fb5a01d6c304ea	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Microbacterium	0.9993845125807352
07b272bad289b3175196afb876ba70e7	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Epipyxis sp. PR26KG;D_5__Epipyxis sp. PR26KG;D_6__Epipyxis sp. PR26KG	0.9967552626114667
07c90af8f1fcb65ee2de030b3b302ee9	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Helicobacteraceae;D_5__Helicobacter;D_6__Helicobacter pylori	0.8994734773040401
07e804065a67c53a8e39bfd21ccfe2d3	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.9996506818074153
080b6976c039e1f2001c1b21665ae23d	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured Acidimicrobiales bacterium;D_5__uncultured Acidimicrobiales bacterium;D_6__uncultured Acidimicrobiales bacterium	0.9389879171577421
0826534d9b0c9bb52d9d25795f5adc3a	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Erysipelatoclostridium;D_6__uncultured bacterium	0.8996366326947829
082ab9230a30a137cb9a74b89727753a	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Enterococcus	0.9908724054631691
082ad941f40aac61e7e2ec937794c2af	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.8831011539397257
082cda3d117febbc367ba3703e12f650	D_0__Bacteria;D_1__Firmicutes	0.9999961515931758
08393ea5aaf15cd911b33316762d2167	D_0__Archaea;D_1__Nanoarchaeaeota;D_2__Woesearchaeia	0.9999957314888086
0857f333dd09f109bcd42f9a0a970923	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__uncultured;Ambiguous_taxa	0.869652097345393
085bcc1eb9107ffe044b8d57dcef5c54	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Azospirillaceae;D_5__Azospirillum	0.9915173418450411
085dee215abccf2f32ea374738112739	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__GCA-900066225	0.7936537602302273
085f18ccdc9402f9252d276c0a931c40	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__uncultured;D_5__metagenome;D_6__metagenome	0.9998791196375928
08e95f8aadda45f7fa04b997b0579b10	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__A0839;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8750095549811789
08eba18fc9aa967e5e29f20ee5041a60	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.999971316117141
08f661e7e07308625ebccb2ae624f61b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Burkholderia-Caballeronia-Paraburkholderia	0.998672520871815
08ffaa5f17bc66e50b9ef5163cff24c3	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus	0.9999970784885082
090a3d7eed5deb55239b28ae0b359c13	D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Absconditabacteriales (SR1);D_4__uncultured candidate division SR1 bacterium;D_5__uncultured candidate division SR1 bacterium;D_6__uncultured candidate division SR1 bacterium	0.9948047669342156
091dc31b83d309d82ecd4eaf6982843e	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Erysipelatoclostridium	0.9069546762793959
092d52e664336e4cdb3fb0db47b12dc5	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.9671271173314615
0935bed86827b276d684bb7d55daa955	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae;D_5__uncultured;Ambiguous_taxa	0.8532460292392428
093a62dd3c91d9112423cc01082db323	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Eubacterium] ventriosum group;Ambiguous_taxa	0.8431200162982739
0961ffc3cc46d835d48a7c6a4483be33	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.9932004913179965
096b5d46953e1c48264a9105b0c1a470	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.7304491275772684
09a7f1493626b938144b05b2244fae36	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfarculales;D_4__Desulfarculaceae;D_5__uncultured;D_6__delta proteobacterium WX81	0.9994704520877925
0a075df17ca9f2880f970ef939371af3	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured;D_6__uncultured bacterium	0.9379624046357594
0a11ce0fb0b683671c1a8aa8a9c9eb6e	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae NC2004 group;D_6__uncultured bacterium	0.8476362824290303
0a2307e8c562345563335c04dc52b308	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9590544092922035
0a2a5aebdde8cfe9d7eb0f6d439e892c	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Leuconostocaceae;D_5__Weissella	0.9999467518430979
0a3b9c9eb77c1cd4d64281113d6df4f9	D_0__Bacteria;D_1__Schekmanbacteria;D_2__uncultured Syntrophobacterales bacterium;D_3__uncultured Syntrophobacterales bacterium;D_4__uncultured Syntrophobacterales bacterium;D_5__uncultured Syntrophobacterales bacterium;D_6__uncultured Syntrophobacterales bacterium	0.9994277231974696
0a3fa6f00ff8d7b4edf3bdad14b43459	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae	0.7243571793345509
0a463c094f2c54d9185e7f80ed52e706	D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria	0.9999999930887568
0a4bb49ce9414e0f3518f77509123ac5	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__Halomonas	0.9940363555587644
0a4e271e4d31c37463e175cb8b0f51e5	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	0.9916704488131899
0a68b51c11a60b78f09cf70653658dd7	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter	0.9985976331294657
0a6b5e3400bf3f749332de0d8b7a55ee	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	0.9996486830728303
0a70014efbfbacf5fc6193d9b63705d0	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__Oligoflexus	0.9999999999932392
0a821b2e7bb66d97635f3dd7b368e4fb	D_0__Bacteria;D_1__Omnitrophicaeota;D_2__Omnitrophia;D_3__Omnitrophales;D_4__Omnitrophaceae;D_5__Candidatus Omnitrophus	0.9999999999965732
0a9ed1082a95c3541c82c8d928b1d8d1	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Rhizorhapis	0.7628495698551934
0ac5300022a3927e8775fe69125ff306	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae	0.993440212057704
0ac8deaeccfd7a3e88cfef7b378ce7c8	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Ruminococcus] gauvreauii group;D_6__bacterium ic1296	0.9993006487426136
0acd2d6e0eac02e9c236a518929d5fb1	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Sedimentibacter	0.9999999627911473
0ad41e56dc257476d14be134d2e57928	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999999949
0aded94cc810b9b7e4d0b2beec70afbc	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9609677065851617
0b023a46803060f8ce69d2512f0913a6	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.8016562338467182
0b0377fb47cb84300390d21acab462f8	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	0.995641601477809
0b30c0927484a5fec7009012140a2a7b	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Acidaminobacter	0.984562201375294
0b6a4f6e4d4db58dad003cb66acadde5	D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae;Ambiguous_taxa;Ambiguous_taxa	0.9834283213864059
0bad949ede7c767e338025c9404d8ef5	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured;D_6__uncultured bacterium	0.9978734996577513
0bb10b429dd577edc7eb8aeff87ddb63	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__TRA3-20	0.9999393637932307
0bb155f78709cc170cd07e7b9c58d27e	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Ureibacillus	0.9935113702557782
0bb493f7ccad4ed9b6d61326bbbbddab	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium 1;D_6__Corynebacterium xerosis	0.7141411007404659
0be89190fc0484bb8c920b60d0499a44	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Dermatophilaceae	0.8412706739229284
0c1f7a606f4dbe72c5176863d3385284	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus	0.9603265372032678
0c35177aa1c5b142ca778120e76e4b22	D_0__Bacteria	0.998584131962662
0c40419b94a8043ffe99d612ba834bb1	D_0__Bacteria	0.9947013213315928
0c521bb3eac15659e69bdc53108beca4	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales	0.9438968417891292
0c7a2fbd4729c27d93e5a6a71b4d4684	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-013;D_6__uncultured bacterium	0.9834770651474785
0c9aa6486f224321ac8be36a5c70a9ae	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7960318854775145
0cc8cf858e1f7a3be669efc4cc4d57e5	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__uncultured;D_6__uncultured bacterium	0.9887376549605
0ccbe0a4d704074ff4a0a1b76e46f4be	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Paracaedibacterales;D_4__Paracaedibacteraceae;D_5__Candidatus Paracaedibacter;Ambiguous_taxa	0.8176913833578837
0cf71e300a3756f5012d7a6f6153f368	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured	0.9821928287761164
0cfda007b8766a47bebad44f2a500789	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__uncultured	0.8552956780478225
0d2d32814d8c1ae7bcd02befc8cb5151	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pirellula;D_6__uncultured Planctomycetales bacterium	0.725036316331902
0d5166ae79119114bb203180a69ace2f	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Erysipelatoclostridium	0.9853336291078607
0d6e98ae45a50400d120957339fec5e8	D_0__Bacteria	0.9834749198904265
